"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name2","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","url","imported_at","match_type","match_value","prescore","score","local_id","global_id","current_taxon_id","current_name_string"
"Lucinoma filosa","Lucinoma filosa",12,"Encyclopedia of Life","4dc3c836-b881-5e75-a42c-2bc21dc9ef4b","Lucinoma filosa","","","","46472677",0,NA,"2023-03-01T21:19:51Z",1,"Exact string match","3|0|0",0.988,"46472677",NA,NA,NA
"Lyonsia arenosa","Lyonsia arenosa",12,"Encyclopedia of Life","00000000-0000-0000-0000-000000000000","Lyonsia arenosa","","","","493134",0,NA,"2023-03-01T21:20:01Z",1,"Exact string match","3|0|0",0.988,"493134",NA,NA,NA
"Lyonsia hyalina","Lyonsia hyalina",12,"Encyclopedia of Life","00000000-0000-0000-0000-000000000009","Lyonsia hyalina","","","","395897",0,NA,"2023-03-01T21:20:01Z",1,"Exact string match","3|0|0",0.988,"395897",NA,NA,NA
"Macoma balthica","Macoma balthica",2,"Wikispecies","00000000-0000-0000-0000-00000000037f","Macoma balthica","","","","112486",0,"http://species.wikimedia.org/wiki/Macoma_balthica","2023-03-01T19:33:17Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Macoma calcarea","Macoma calcarea",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000003","Macoma calcarea","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Cardiida|Tellinoidea|Tellinidae|Macoma|Macoma calcarea","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|2783445|98297|52798|52799|1421134","1421134",0,NA,"2023-02-24T00:20:55Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Macoma lama","Macoma lama",12,"Encyclopedia of Life","88c0547d-2635-50f4-96d3-5b14b5877c39","Macoma lama","","","","46474298",0,NA,"2023-03-01T21:19:48Z",1,"Exact string match","3|0|0",0.988,"46474298",NA,NA,NA
"Mactromeris polynyma","Mactromeris polynyma",2,"Wikispecies","00000000-0000-0000-0000-000000000cf6","Mactromeris polynyma","","","","912321",0,"http://species.wikimedia.org/wiki/Mactromeris_polynyma","2023-03-01T19:40:55Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Mercenaria mercenaria","Mercenaria mercenaria",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000004","Mercenaria mercenaria","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Venerida|Veneroidea|Veneridae|Mercenaria|Mercenaria mercenaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|6580|74489|6592|6595|6596","6596",0,NA,"2023-02-23T23:43:20Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Mesodesma arctatum","Mesodesma arctatum",12,"Encyclopedia of Life","00000000-0000-0000-0000-000000000000","Mesodesma arctatum","","","","46472118",0,NA,"2023-03-01T21:20:01Z",1,"Exact string match","3|0|0",0.988,"46472118",NA,NA,NA
"Mesodesma deauratum","Mesodesma deauratum",12,"Encyclopedia of Life","00000000-0000-0000-0000-000000000000","Mesodesma deauratum","","","","46472119",0,NA,"2023-03-01T21:20:01Z",1,"Exact string match","3|0|0",0.988,"46472119",NA,NA,NA
"Modiolus modiolus","Modiolus modiolus",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000047","Modiolus modiolus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Pteriomorphia|Mytilida|Mytiloidea|Mytilidae|Modiolinae|Modiolus|Modiolus modiolus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|order|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6545|6546|106220|6547|301957|40255|40256","40256",0,NA,"2023-02-23T23:43:50Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Montacuta dawsoni","Montacuta dawsoni",169,"uBio NameBank","f979ca7b-77d5-5e4e-8cb9-c032ef84d1fb","Montacuta dawsoni","|Montacuta dawsoni","kingdom|","","95901848",0,"http://www.ubio.org/browser/details.php?namebankID=2693072","2013-05-31T15:06:41Z",1,"Exact string match","3|0|0",0.988,"urn:lsid:ubio.org:namebank:2693072","urn:lsid:ubio.org:namebank:2693072",NA,NA
"Mulinia lateralis","Mulinia lateralis",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000008","Mulinia lateralis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Venerida|Mactroidea|Mactridae|Mulinia|Mulinia lateralis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|6580|106231|6581|31205|31206","31206",0,NA,"2023-02-23T23:43:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Musculus corrugatus","Musculus corrugatus",169,"uBio NameBank","4adccd22-f004-50cb-abad-6ed97e2585b2","Musculus corrugatus","|Musculus corrugatus","kingdom|","","95900920",0,"http://www.ubio.org/browser/details.php?namebankID=2692144","2013-05-31T15:06:39Z",1,"Exact string match","3|0|0",0.988,"urn:lsid:ubio.org:namebank:2692144","urn:lsid:ubio.org:namebank:2692144",NA,NA
"Musculus discors","Musculus discors",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-00000001592d","Musculus discors","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Pteriomorphia|Mytilida|Mytiloidea|Mytilidae|Crenellinae|Musculus|Musculus discors","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|order|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6545|6546|106220|6547|301955|112137|112138","112138",0,NA,"2023-02-23T23:46:00Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Musculus niger","Musculus niger",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000029","Musculus niger","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Pteriomorphia|Mytilida|Mytiloidea|Mytilidae|Crenellinae|Musculus|Musculus niger","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|order|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6545|6546|106220|6547|301955|112137|1421139","1421139",0,NA,"2023-02-24T00:20:55Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Mya arenaria","Mya arenaria",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000122","Mya arenaria","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Myida|Myoidea|Myidae|Mya|Mya arenaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|278205|6601|6602|6603|6604","6604",0,NA,"2023-02-23T23:43:20Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Mya truncata","Mya truncata",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000000","Mya truncata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Myida|Myoidea|Myidae|Mya|Mya truncata","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|278205|6601|6602|6603|156761","156761",0,NA,"2023-02-23T23:47:27Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Mysella planulata","Mysella planulata",12,"Encyclopedia of Life","00000000-0000-0000-0000-000000000000","Mysella planulata","","","","46471317",0,NA,"2023-03-01T21:20:03Z",1,"Exact string match","3|0|0",0.988,"46471317",NA,NA,NA
"Mytilus edulis","Mytilus edulis",2,"Wikispecies","00000000-0000-0000-0000-00000000257e","Mytilus edulis","","","","191038",0,"http://species.wikimedia.org/wiki/Mytilus_edulis","2023-03-01T19:34:26Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Mytilus trossulus","Mytilus trossulus",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-00000000000a","Mytilus trossulus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Pteriomorphia|Mytilida|Mytiloidea|Mytilidae|Mytilinae|Mytilus|Mytilus trossulus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|order|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6545|6546|106220|6547|301959|6548|6551","6551",0,NA,"2023-02-23T23:43:20Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Nucula delphinodonta","Nucula delphinodonta",10,"Freebase","00000000-0000-0000-0000-000000000000","Nucula delphinodonta","Nucula delphinodonta","","/m/0gkzrd0","/m/0gkzrd0",0,NA,"2012-08-01T14:12:31Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Nucula proxima","Nucula proxima",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000035","Nucula proxima","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Protobranchia|Nuculida|Nuculidae|Nucula|Nucula proxima","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|45493|47126|47127|47128|61334","61334",0,NA,"2023-02-23T23:44:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Ennucula tenuis","Ennucula tenuis",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000010e98","Ennucula tenuis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Protobranchia|Nuculida|Nuculidae|Ennucula|Ennucula tenuis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|45493|47126|47127|106223|106224","106224",0,NA,"2023-02-23T23:45:50Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Nuculana caudata","Nuculana caudata",12,"Encyclopedia of Life","e53b5598-6dd4-554f-96dc-398b0d23e0e1","Nuculana caudata","","","","46465117",0,NA,"2023-03-01T21:19:49Z",1,"Exact string match","3|0|0",0.988,"46465117",NA,NA,NA
"Nuculana minuta","Nuculana minuta",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000008","Nuculana minuta","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Protobranchia|Nuculanida|Nuculanidae|Nuculana|Nuculana minuta","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|45493|856330|61335|102325|120444","120444",0,NA,"2023-02-23T23:46:21Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Nuculana tenuisulcata","Nuculana tenuisulcata",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000021","Nuculana tenuisulcata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Protobranchia|Nuculanida|Nuculanidae|Nuculana|Nuculana tenuisulcata","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|45493|856330|61335|102325|2461471","2461471",0,NA,"2023-02-24T00:51:11Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Ostrea edulis","Ostrea edulis",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-00000000002f","Ostrea edulis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Pteriomorphia|Ostreida|Ostreoidea|Ostreidae|Ostrea|Ostrea edulis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6545|6562|98302|6563|37858|37623","37623",0,NA,"2023-02-23T23:43:46Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Palliolum imbrifer","Palliolum imbrifer",12,"Encyclopedia of Life","8775f188-fba3-5b52-81ea-9f3f94b28c0e","Palliolum imbrifer","","","","49100673",0,NA,"2023-03-01T22:12:21Z",1,"Exact string match","3|0|0",0.988,"49100673",NA,NA,NA
"Pandora glacialis","Pandora glacialis",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000006","Pandora glacialis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Anomalodesmata|Pandoroidea|Pandoridae|Pandora|Pandora glacialis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|65386|155768|120445|120446|1622214","1622214",0,NA,"2023-02-24T00:26:56Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pandora gouldiana","Pandora gouldiana",12,"Encyclopedia of Life","00000000-0000-0000-0000-0000000001a5","Pandora gouldiana","","","","439968",0,NA,"2023-03-01T21:20:01Z",1,"Exact string match","3|0|0",0.988,"439968",NA,NA,NA
"Pandora inornata","Pandora inornata",12,"Encyclopedia of Life","00000000-0000-0000-0000-00000007dcb8","Pandora inornata","","","","439969",0,NA,"2023-03-01T21:20:01Z",1,"Exact string match","3|0|0",0.988,"439969",NA,NA,NA
"Pandora trilineata","Pandora trilineata",12,"Encyclopedia of Life","00000000-0000-0000-0000-000000000000","Pandora trilineata","","","","439967",0,NA,"2023-03-01T21:20:01Z",1,"Exact string match","3|0|0",0.988,"439967",NA,NA,NA
"Panomya arctica","Panomya arctica",168,"Index to Organism Names","4e2ac58b-291d-5672-a65f-95369226af0f","Panomya arctica","","","","2299892",0,NA,"2023-03-07T13:12:38Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Panomya norvegica","Panomya norvegica",12,"Encyclopedia of Life","00000000-0000-0000-0000-00000000005a","Panomya norvegica","","","","46473272",0,NA,"2023-03-01T21:19:48Z",1,"Exact string match","3|0|0",0.988,"46473272",NA,NA,NA
"Periploma fragile","Periploma fragile",12,"Encyclopedia of Life","00000000-0000-0000-0000-000000000000","Periploma fragile","","","","493081",0,NA,"2023-03-01T21:20:02Z",1,"Exact string match","3|0|0",0.988,"493081",NA,NA,NA
"Periploma leanum","Periploma leanum",12,"Encyclopedia of Life","00000000-0000-0000-0000-000000000050","Periploma leanum","","","","493082",0,NA,"2023-03-01T21:20:02Z",1,"Exact string match","3|0|0",0.988,"493082",NA,NA,NA
"Petricola pholadiformis","Petricola pholadiformis",2,"Wikispecies","67af6619-c56e-5aba-bdb0-1fd8ab7bba0b","Petricola pholadiformis","","","","113570",0,"http://species.wikimedia.org/wiki/Petricola_pholadiformis","2023-03-01T19:33:20Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Petricolaria pholadiformis","Petricolaria pholadiformis",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000000","Petricolaria pholadiformis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Venerida|Veneroidea|Petricolidae|Petricolaria|Petricolaria pholadiformis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|6580|74489|183501|345465|345466","345466",0,NA,"2023-02-23T23:52:39Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pholas dactylus","Pholas dactylus",4,"National Center for Biotechnology Information","4ea63c20-5c7a-52bc-88fa-770f1f177840","Pholas dactylus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Myida|Pholadoidea|Pholadidae|Pholas|Pholas dactylus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|278205|61346|52914|52915|52916","52916",0,NA,"2023-02-23T23:44:18Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pitar morrhuanus","Pitar morrhuanus",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000000","Pitar morrhuanus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Venerida|Veneroidea|Veneridae|Pitar|Pitar morrhuanus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|6580|74489|6592|115817|115818","115818",0,NA,"2023-02-23T23:46:05Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Placopecten magellanicus","Placopecten magellanicus",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-00000000004d","Placopecten magellanicus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Pteriomorphia|Pectinida|Pectinoidea|Pectinidae|Placopecten|Placopecten magellanicus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6545|106218|106219|6566|6576|6577","6577",0,NA,"2023-02-23T23:43:20Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Portlandia lenticula","Portlandia lenticula",168,"Index to Organism Names","1dc0309f-7515-5309-bd48-5574c72b2933","Portlandia lenticula","","","","3689789",0,NA,"2023-03-07T14:06:39Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Serripes groenlandicus","Serripes groenlandicus",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-00000001608b","Serripes groenlandicus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Cardiida|Cardioidea|Cardiidae|Clinocardiinae|Serripes|Serripes groenlandicus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|2783445|105710|55708|2787988|241172|1548725","1548725",0,NA,"2023-02-24T00:24:49Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Siliqua costata","Siliqua costata",12,"Encyclopedia of Life","00000000-0000-0000-0000-000000000000","Siliqua costata","","","","46473403",0,NA,"2023-03-01T21:19:48Z",1,"Exact string match","3|0|0",0.988,"46473403",NA,NA,NA
"Solemya borealis","Solemya borealis",10,"Freebase","00000000-0000-0000-0000-0000000002fb","Solemya borealis","Solemya borealis","","/m/0gk_8zk","/m/0gk_8zk",0,NA,"2012-08-01T14:12:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Solemya velum","Solemya velum",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000003","Solemya velum","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Protobranchia|Solemyida|Solemyoidea|Solemyidae|Solemya|Solemya velum","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|45493|42656|106222|42657|13267|13268","13268",0,NA,"2023-02-23T23:43:31Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Spisula solidissima","Spisula solidissima",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000007","Spisula solidissima","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Venerida|Mactroidea|Mactridae|Spisula|Spisula solidissima","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|6580|106231|6581|6582|6584","6584",0,NA,"2023-02-23T23:43:20Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Tellina agilis","Tellina agilis",168,"Index to Organism Names","00000000-0000-0000-0000-000000000001","Tellina agilis","","","","615168",0,NA,"2023-03-07T15:43:31Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Teredo navalis","Teredo navalis",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000000","Teredo navalis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Myida|Pholadoidea|Teredinidae|Teredo|Teredo navalis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|278205|61346|114952|263428|263429","263429",0,NA,"2023-02-23T23:50:25Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Thracia conradi","Thracia conradi",12,"Encyclopedia of Life","00000000-0000-0000-0000-000000000047","Thracia conradi","","","","439849",0,NA,"2023-03-01T21:20:02Z",1,"Exact string match","3|0|0",0.988,"439849",NA,NA,NA
"Thracia myopsis","Thracia myopsis",12,"Encyclopedia of Life","00000000-0000-0000-0000-000000000000","Thracia myopsis","","","","439845",0,NA,"2023-03-01T21:20:02Z",1,"Exact string match","3|0|0",0.988,"439845",NA,NA,NA
"Thracia septentrionalis","Thracia septentrionalis",12,"Encyclopedia of Life","00000000-0000-0000-0000-000000000079","Thracia septentrionalis","","","","439850",0,NA,"2023-03-01T21:20:02Z",1,"Exact string match","3|0|0",0.988,"439850",NA,NA,NA
"Thyasira equalis","Thyasira equalis",168,"Index to Organism Names","00000000-0000-0000-0000-00000000001c","Thyasira equalis","","","","1042542",0,NA,"2023-03-07T15:19:21Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Thyasira flexuosa","Thyasira flexuosa",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000000","Thyasira flexuosa","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Lucinida|Thyasiroidea|Thyasiridae|Thyasira|Thyasira flexuosa","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|1564048|1564049|183496|183497|244496","244496",0,NA,"2023-02-23T23:49:51Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Thyasira gouldii","Thyasira gouldii",4,"National Center for Biotechnology Information","00000000-0000-0000-0000-000000000000","Thyasira gouldii","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Lucinida|Thyasiroidea|Thyasiridae|Thyasira|Thyasira gouldii","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|1564048|1564049|183496|183497|1697963","1697963",0,NA,"2023-02-24T00:29:14Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Thyasira pygmaea","Thyasira pygmaea",168,"Index to Organism Names","81646c24-afa8-5025-8b6e-efe3a95450c8","Thyasira pygmaea","","","","109449",0,NA,"2023-03-07T15:17:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Thyasira simplex","Thyasira simplex",12,"Encyclopedia of Life","56725710-8726-54a6-9a9e-7214783e4227","Thyasira simplex","","","","46472901",0,NA,"2023-03-01T21:19:51Z",1,"Exact string match","3|0|0",0.988,"46472901",NA,NA,NA
